,NEUT,Pred_NEUT
164,344.5764,-0.5074073219898619
165,344.7288,-0.5074912361032503
166,344.8812,-0.5074892057515132
167,345.0336,-0.5074957530939869
168,345.186,-0.5073770618099729
169,345.3384,-0.5074883502835962
170,345.4908,-0.5074940085282926
171,345.6432,-0.5074966395170231
172,345.7956,-0.5074962179013072
173,345.94800000000004,-0.5074968548288844
174,346.1004,-0.507495932114347
175,346.2528,-0.5074806400457382
176,346.4052,-0.507466871211498
177,346.5576,-0.5074552916528408
178,346.71,-0.507470176984274
179,346.8624,-0.5073114299737492
180,347.0148,-0.5074708518680627
181,347.1672,-0.507481368634017
182,347.3196,-0.5074959537681087
183,347.472,-0.5074959638095714
184,347.6244,-0.5074971056458539
185,347.7768,-0.5074963153783764
186,347.9292,-0.5074956460695508
187,348.0816,-0.5074819631015617
188,348.23400000000004,-0.5074421519999561
189,348.3864,-0.5074171342860325
190,348.5388,-0.5074591265645341
191,348.6912,-0.5074448777558956
192,348.8436,-0.5074011896055322
193,348.996,-0.5073308070979863
194,349.1484,-0.507450343468255
195,349.3008,-0.5074547087191588
196,349.4532,-0.5074796697026729
197,349.6056,-0.5074953310899708
198,349.75800000000004,-0.5074971021516888
199,349.9104,-0.5074951708936544
200,350.0628,-0.5074913172211317
201,350.2152,-0.5059085736844536
202,350.3676,-0.5074697106008609
203,350.52,-0.5070932613779218
204,350.6724,-0.5072119121837508
205,350.8248,-0.5041923436120107
206,350.9772,-0.505581994403721
207,351.1296,-0.5019541970433973
208,351.282,-0.5020840790394151
209,351.4344,-0.500894085812854
210,351.5868,-0.5028589351130542
211,351.7392,-0.501183708509639
212,351.8916,-0.5055836610270894
213,352.04400000000004,-0.501431626754171
214,352.1964,-0.5054563322398363
215,352.3488,-0.5056503161794644
216,352.5012,-0.506277042318435
217,352.6536,-0.5061418519178253
218,352.806,-0.5011844501735611
219,352.9584,-0.5034855228644286
220,353.1108,-0.5043542259167889
221,353.2632,-0.5068595078999869
222,353.4156,-0.507477439493316
223,353.56800000000004,-0.5074471403286986
224,353.7204,-0.5074496795065534
225,353.8728,-0.5074693346265265
226,354.0252,-0.5074728964944861
227,354.1776,-0.507447379980555
228,354.33,-0.5074129224523438
229,354.4824,-0.5074360764996939
230,354.6348,-0.5074873996485111
231,354.7872,-0.5074943738732568
232,354.9396,-0.5074959452463645
233,355.092,-0.5074932384888305
234,355.2444,-0.5074837888309737
235,355.3968,-0.5074599707746162
236,355.5492,-0.5074642547301333
237,355.7016,-0.5074917371810093
238,355.85400000000004,-0.5074783825463004
239,356.0064,-0.5074750762797409
240,356.1588,-0.5074613826671213
241,356.3112,-0.5074656329495408
242,356.4636,-0.5073702016024465
243,356.616,-0.5071208176333932
244,356.7684,-0.5071897479243571
245,356.9208,-0.5074487004139242
246,357.0732,-0.5074560641530173
247,357.2256,-0.5074427131958914
248,357.37800000000004,-0.5074453585658079
249,357.5304,-0.5071374378960158
250,357.6828,-0.5054915992680865
251,357.8352,-0.5015302783730337
252,357.9876,-0.5035488531599321
253,358.14,-0.5070685585089968
254,358.2924,-0.5069818435483983
255,358.4448,-0.5073797201466347
256,358.5972,-0.5058179270732176
257,358.7496,-0.5059211172801293
258,358.902,-0.5058931916849269
259,359.0544,-0.5029790742484544
260,359.2068,-0.5038353799136147
261,359.3592,-0.5046829791395371
262,359.5116,-0.5044434870752096
263,359.664,-0.5038989426663777
264,359.8164,-0.5050732789943575
265,359.9688,-0.5042762929990611
266,360.1212,-0.5037645967079021
267,360.2736,-0.5042645492718917
268,360.426,-0.5041596280178807
269,360.5784,-0.5051042802413553
270,360.7308,-0.5031336980823917
271,360.8832,-0.5010657893904797
272,361.0356,-0.5054253932771404
273,361.18800000000005,-0.5069218471986764
274,361.3404,-0.5073368592445762
275,361.4928,-0.5073715509249752
276,361.6452,-0.50742704232435
277,361.7976,-0.5074275147263794
278,361.95,-0.5070919474840645
279,362.1024,-0.5062012080502936
280,362.2548,-0.5065222710751264
281,362.4072,-0.505201597387465
282,362.5596,-0.5063463398049273
283,362.712,-0.5048288121060276
284,362.8644,-0.4990470166944862
285,363.0168,-0.5040403929596025
286,363.1692,-0.5068548675098953
287,363.3216,-0.5064624390036758
288,363.474,-0.5018349755056034
289,363.6264,-0.49522832608936196
290,363.7788,-0.49894747248767024
291,363.9312,-0.5035213231438805
292,364.0836,-0.5064414784608481
293,364.236,-0.4933282548917489
294,364.3884,-0.48803614122997296
295,364.5408,-0.47785855225982715
296,364.6932,-0.4803687795625225
297,364.8456,-0.48997338783863786
298,364.99800000000005,-0.4902269997023402
299,365.1504,-0.5004658237180192
300,365.3028,-0.49540806644748026
301,365.4552,-0.4910483547657027
302,365.6076,-0.5012802591918093
303,365.76,-0.495464166873966
304,365.9124,-0.4947059151712375
305,366.0648,-0.5003805721044071
306,366.2172,-0.5045029927383801
307,366.3696,-0.5073381392323564
308,366.522,-0.5067402607593448
309,366.6744,-0.507269107559842
310,366.8268,-0.5054575681672612
311,366.9792,-0.5007354201891274
312,367.1316,-0.4973765344412677
313,367.284,-0.49910149008928356
314,367.4364,-0.5027248204432921
315,367.5888,-0.5032072655320002
316,367.7412,-0.5038168543597474
317,367.8936,-0.4528134913093874
318,368.046,-0.2689916979186436
319,368.1984,-0.45239751862471317
320,368.3508,-0.4980321694053381
321,368.5032,-0.4566395875704551
322,368.6556,-0.47586995130735055
323,368.80800000000005,-0.5049955716910999
324,368.9604,-0.5027162937926349
325,369.1128,-0.5072591423202387
326,369.2652,-0.5070878348241044
327,369.4176,-0.5059045994659329
328,369.57,-0.5074882087407168
329,369.7224,-0.5074971083192826
330,369.8748,-0.5074971081528343
331,370.0272,-0.5074971100447218
332,370.1796,-0.507497109070053
333,370.332,-0.5074791889558037
334,370.4844,-0.5074254358476882
335,370.6368,-0.5067239953824173
336,370.7892,-0.5069783502607135
337,370.9416,-0.5074305737928395
338,371.094,-0.5074905959666371
339,371.2464,-0.5074964791307724
340,371.3988,-0.5074970566124435
341,371.5512,-0.5074969778691394
342,371.7036,-0.5074962003835232
343,371.856,-0.5074841343885371
344,372.0084,-0.5074942817188768
345,372.1608,-0.5074953866460444
346,372.3132,-0.5074969776466578
347,372.4656,-0.5074961832825886
348,372.61800000000005,-0.5074881117525504
349,372.7704,-0.5060157764676433
350,372.9228,-0.5043134293106245
351,373.0752,-0.5072588748723833
352,373.2276,-0.5073823183800101
353,373.38,-0.5074933123420772
354,373.5324,-0.5074249308567975
355,373.6848,-0.507493882728672
356,373.8372,-0.507495223073545
357,373.9896,-0.5074970637783469
358,374.142,-0.5074965582749882
359,374.2944,-0.5074506895490785
360,374.4468,-0.507245265459088
361,374.5992,-0.5074914902435979
362,374.7516,-0.5074768452834746
363,374.904,-0.5071131910704423
364,375.0564,-0.49927265973516666
365,375.2088,-0.5047439551025393
366,375.3612,-0.5051321738746832
367,375.5136,-0.5074781901548943
368,375.666,-0.507495591232461
369,375.8184,-0.5074961719493796
370,375.9708,-0.5074969923652178
371,376.1232,-0.5074969353251663
372,376.2756,-0.5074839067186964
373,376.42800000000005,-0.5074348662293385
374,376.5804,-0.507363567457885
375,376.7328,-0.5074061853018681
376,376.8852,-0.5073910189239019
377,377.0376,-0.5074279566487861
378,377.19,-0.5073227124116958
379,377.3424,-0.5073825185431193
380,377.4948,-0.5074001744222658
381,377.6472,-0.5074346209254136
382,377.7996,-0.5074958444724116
383,377.952,-0.5074945070374571
384,378.1044,-0.5074962405239025
385,378.2568,-0.5074907537046262
386,378.4092,-0.507488641284795
387,378.5616,-0.5074784602293226
388,378.714,-0.507478792280173
389,378.8664,-0.5074883516734717
390,379.0188,-0.5074608545719643
391,379.1712,-0.507475507950194
392,379.3236,-0.5074879200499883
393,379.476,-0.5074968040901661
394,379.6284,-0.5074970946554491
395,379.7808,-0.5074971096590942
396,379.9332,-0.5074970931601566
397,380.0856,-0.5074971010736725
398,380.23800000000006,-0.5074969205336493
399,380.3904,-0.5074969585621223
400,380.5428,-0.5074967285854328
401,380.6952,-0.5074966176264997
402,380.8476,-0.5074963009280856
403,381.0,-0.5074955093233263
404,381.1524,-0.5074958586340926
405,381.3048,-0.5074967494593159
406,381.4572,-0.5074970883998463
407,381.6096,-0.5074969420232383
408,381.76199999999994,-0.5074969588309768
409,381.9144,-0.5074970192601825
410,382.0668,-0.5074964858384764
411,382.2192,-0.507496727387152
412,382.3716,-0.5074965171490913
413,382.524,-0.5074938151503382
414,382.6764,-0.5074785805173276
415,382.8288,-0.5074400422499226
416,382.9812,-0.5073151868458159
417,383.1336,-0.5071990376547937
418,383.286,-0.5068445416344753
419,383.4384,-0.5066398125773267
420,383.5908,-0.5065452744381853
421,383.7432,-0.5069813271277347
422,383.8956,-0.5070443873656035
423,384.048,-0.5074320374491345
424,384.2004,-0.5074891703949125
425,384.3528,-0.5074969960794116
426,384.5052,-0.5074970685688782
427,384.6576,-0.5074971099510249
428,384.81,-0.5074971099443185
429,384.9624,-0.5074971101905897
430,385.1148,-0.5074971095714976
431,385.2672,-0.507497094330373
432,385.4196,-0.5074967876087081
433,385.57199999999995,-0.5074865663469494
434,385.7244,-0.5073837268607434
435,385.8768,-0.5066561895284102
436,386.0292,-0.507004784494973
437,386.1816,-0.5051151079262696
438,386.334,-0.49852685983231426
439,386.4864,-0.505664657861525
440,386.6388,-0.5047843963455766
441,386.7912,-0.5073304723163431
442,386.9436,-0.5069020277125248
443,387.096,-0.5073986894439624
444,387.2484,-0.5072822119566044
445,387.4008,-0.5072400730799848
446,387.5532,-0.5074551073093455
447,387.7056,-0.5073718965280946
448,387.858,-0.5073765929146288
449,388.0104,-0.5022308556077919
450,388.1628,-0.5047275749911657
451,388.3152,-0.5035339030634561
452,388.4676,-0.5012525723477779
453,388.62,-0.49989326005561335
454,388.7724,-0.5051657328384582
455,388.9248,-0.5074911208445292
456,389.0772,-0.5074920720016115
457,389.2296,-0.5074787893847978
458,389.38199999999995,-0.4973389136343206
459,389.5344,-0.4946733655183226
460,389.6868,-0.49308286756053815
461,389.8392,-0.506728776377482
462,389.9916,-0.5074471399499629
463,390.144,-0.5074884696326798
464,390.2964,-0.505975395790187
465,390.4488,-0.4982804938356708
466,390.6012,-0.4672215556315349
467,390.7536,-0.49468469071316096
468,390.906,-0.5000208045527031
469,391.0584,-0.496687120199613
470,391.2108,-0.49705953634815
471,391.3632,-0.504346097054786
472,391.5156,-0.5074870059546008
473,391.668,-0.5074962809038266
474,391.8204,-0.50749698277303
475,391.9728,-0.5074954486517499
476,392.1252,-0.5069690602219061
477,392.2776,-0.5062509049084895
478,392.43,-0.5048156496667052
479,392.5824,-0.47970340164621444
480,392.7348,-0.48660671723327587
481,392.8872,-0.4993614859955847
482,393.0396,-0.5074940207983245
483,393.19199999999995,-0.5074896394980842
484,393.3444,-0.5074003429046894
485,393.4968,-0.49798938005403104
486,393.6492,-0.49749245765769906
487,393.8016,-0.5016758184320358
488,393.954,-0.5044356601779325
489,394.1064,-0.5073868382369348
490,394.2588,-0.5074969714214218
491,394.4112,-0.5074970011296348
492,394.5636,-0.5074968176067127
493,394.716,-0.5074833879206825
494,394.8684,-0.5074499625539355
495,395.0208,-0.5074549492561748
496,395.1732,-0.5074872612198074
497,395.3256,-0.5074964399182886
498,395.478,-0.507496273033836
499,395.6304,-0.5074960706009676
500,395.7828,-0.5072588340445682
501,395.9352,-0.5074661420443495
502,396.0876,-0.5074845057978616
503,396.24,-0.5074932700994376
504,396.3924,-0.5074873820379909
505,396.5448,-0.5074818749453504
506,396.6972,-0.5074765937459892
507,396.8496,-0.5074608568581244
508,397.00199999999995,-0.5074752832312441
509,397.1544,-0.5074330856058781
510,397.3068,-0.5074025635502107
511,397.4592,-0.5072974525819723
512,397.6116,-0.5073156181699624
513,397.764,-0.5072190260172164
514,397.9164,-0.5072049062910399
515,398.0688,-0.5071283880087822
516,398.2212,-0.5070274933791238
517,398.3736,-0.5069362286833133
518,398.526,-0.5068609782239815
519,398.6784,-0.5067911600282256
520,398.8308,-0.5068453859313916
521,398.9832,-0.5063665563447628
522,399.1356,-0.5072170630988203
523,399.288,-0.5074946787963103
524,399.4404,-0.5074959686248366
525,399.5928,-0.507491121266555
526,399.7452,-0.5069920970703102
527,399.8976,-0.5039634483830575
528,400.05,-0.5073632127831409
529,400.2024,-0.5039660743985076
530,400.3548,-0.5031162616592351
531,400.5072,-0.5008515463625594
532,400.6596,-0.5073689868272019
533,400.81199999999995,-0.5072835453067672
534,400.9644,-0.5063730743090106
535,401.1168,-0.5042266857217167
536,401.2692,-0.5011614148477597
537,401.4216,-0.49685573079670103
538,401.574,-0.5029812033163222
539,401.7264,-0.5007806677868523
540,401.8788,-0.5028303827801802
541,402.0312,-0.5027112474821661
542,402.1836,-0.5058025739623346
543,402.336,-0.507183932427392
544,402.4884,-0.5067787423465719
545,402.6408,-0.5070616633908474
546,402.7932,-0.5073183762521596
547,402.9456,-0.5074169556811031
548,403.098,-0.5074879311232885
549,403.2504,-0.5074333484426802
550,403.4028,-0.5069578140123422
551,403.5552,-0.5062542864097564
552,403.7076,-0.5065310495918189
553,403.86,-0.5072609375584345
554,404.0124,-0.507461051367143
555,404.1648,-0.5072438505043246
556,404.3172,-0.5074800198867475
557,404.4696,-0.5047062003630283
558,404.62199999999996,-0.5064731686711766
559,404.7744,-0.5016666609751413
560,404.9268,-0.5074632166019528
561,405.0792,-0.5074454758507647
562,405.2316,-0.5074097313459468
563,405.384,-0.5035011669455987
564,405.5364,-0.5039374670203384
565,405.6888,-0.5009434919233504
566,405.8412,-0.5053283271541992
567,405.9936,-0.5072171509274775
568,406.14599999999996,-0.5072505390538636
569,406.2984,-0.5074387218116446
570,406.4508,-0.5074948665428051
571,406.6032,-0.5074969933553046
572,406.7556,-0.5074922583393705
573,406.908,-0.5074962792187995
574,407.0604,-0.5074967127513095
575,407.2128,-0.5074969961722877
576,407.3652,-0.5074961670551957
577,407.5176,-0.5074968761196812
578,407.67,-0.507497053337064
579,407.8224,-0.5074970881390827
580,407.9748,-0.5074971014488819
581,408.1272,-0.5074971046968639
582,408.2796,-0.5074970931124704
583,408.43199999999996,-0.507496989846879
584,408.5844,-0.5074971084655878
585,408.7368,-0.5074971101522623
586,408.8892,-0.5074971101515264
587,409.0416,-0.5074971024643561
588,409.194,-0.5074968573822256
589,409.3464,-0.5074963215976823
590,409.4988,-0.5074956820096994
591,409.6512,-0.5074960823652134
592,409.8036,-0.5074961467911825
593,409.95599999999996,-0.5074969511788603
594,410.1084,-0.5074971097922595
595,410.2608,-0.5074970394365979
596,410.4132,-0.5074966220361229
597,410.5656,-0.5074955228519026
598,410.718,-0.5074961996645531
599,410.8704,-0.5074971064191303
600,411.0228,-0.5074971100716947
601,411.1752,-0.5074970987366458
602,411.3276,-0.5074958479943347
603,411.48,-0.5073928207024827
604,411.6324,-0.5074104261832206
605,411.7848,-0.507033422048925
606,411.9372,-0.5032168293346084
607,412.0896,-0.5072599274680758
608,412.24199999999996,-0.5074024274736297
609,412.3944,-0.5073066874819417
610,412.5468,-0.5064297520223112
611,412.6992,-0.5073755413324084
612,412.8516,-0.5074462267908828
613,413.004,-0.5074672560944262
614,413.1564,-0.5074484901445748
615,413.3088,-0.5073028503813354
616,413.4612,-0.5073967203221449
617,413.6136,-0.5071922798353025
618,413.76599999999996,-0.5074548103292508
619,413.9184,-0.507475814086893
620,414.0708,-0.507496394004451
621,414.2232,-0.5074968274113781
622,414.3756,-0.5074947222743806
623,414.528,-0.5074510754017699
624,414.6804,-0.5058528666904326
625,414.8328,-0.49421644530537284
626,414.9852,-0.5067060938916725
627,415.1376,-0.5071015883356673
628,415.29,-0.5059132784304634
629,415.4424,-0.507238992321879
630,415.5948,-0.5023917032918838
631,415.7472,-0.505441799813137
632,415.8996,-0.5074922556043283
633,416.05199999999996,-0.5074966680107772
634,416.2044,-0.5074970337956083
635,416.3568,-0.5074970473709013
636,416.5092,-0.5074934489211128
637,416.6616,-0.5074884946995287
638,416.814,-0.5054869105712638
639,416.9664,-0.5039189146805301
640,417.1188,-0.4991274184191921
641,417.2712,-0.4995040186937708
642,417.4236,-0.49214993310110966
643,417.57599999999996,-0.4913732182263187
644,417.7284,-0.4900684292848047
645,417.8808,-0.4967339169265564
646,418.0332,-0.5074406830021231
647,418.1856,-0.507491826739038
648,418.338,-0.5068432234053551
649,418.4904,-0.4992740910451387
650,418.6428,-0.4942888118420427
651,418.7952,-0.49350997646705347
652,418.9476,-0.48186359723941724
653,419.1,-0.48539426003971936
654,419.2524,-0.496750622986212
655,419.4048,-0.49788677515236085
656,419.5572,-0.5058111368116764
657,419.7096,-0.502886504625595
658,419.86199999999997,-0.5026174426694293
659,420.0144,-0.5040364917360874
660,420.1668,-0.5065761071929303
661,420.3192,-0.5067829615536105
662,420.4716,-0.507440478401268
663,420.624,-0.5074501936057545
664,420.7764,-0.5074654445748459
665,420.9288,-0.5074818277418037
666,421.0812,-0.507495527063346
667,421.2336,-0.5074970169598733
668,421.38599999999997,-0.5074970495968413
669,421.5384,-0.5074971010143409
670,421.6908,-0.5074970904436693
671,421.8432,-0.5074971026400567
672,421.9956,-0.5074971078731875
673,422.148,-0.5074971075596568
674,422.3004,-0.5074971101669252
675,422.4528,-0.5074971101948906
676,422.6052,-0.5074971101934911
677,422.7576,-0.5074970137781483
678,422.91,-0.5071250583361949
679,423.0624,-0.5074644749231
680,423.2148,-0.5074283909693298
681,423.3672,-0.5047329739851009
682,423.5196,-0.5055004588080492
683,423.67199999999997,-0.5033859874256582
684,423.8244,-0.5074968441172728
685,423.9768,-0.5074971101938022
686,424.1292,-0.5073920018673556
687,424.2816,-0.5074680417893752
688,424.434,-0.5072349624689195
689,424.5864,-0.5057075272568645
690,424.7388,-0.5041503008630656
691,424.8912,-0.5021998857891612
692,425.0436,-0.5017912639990895
693,425.19599999999997,-0.5048268216929442
694,425.3484,-0.5072100100928411
695,425.5008,-0.5064974310612186
696,425.6532,-0.506684246771515
697,425.8056,-0.490721471982571
698,425.958,-0.5014525029952359
699,426.1104,-0.5047625602090908
700,426.2628,-0.4988738585273246
701,426.4152,-0.48688764370781595
702,426.5676,-0.503812202985937
703,426.72,-0.5074120701954178
704,426.8724,-0.5074890055527065
705,427.0248,-0.5069137076032489
706,427.1772,-0.49351165076374287
707,427.3296,-0.4972177260358281
708,427.48199999999997,-0.5028032228744006
709,427.6344,-0.5073741399106261
710,427.7868,-0.507495315007061
711,427.9392,-0.5073407284717077
712,428.0916,-0.5066099716629852
713,428.244,-0.5063720184921215
714,428.3964,-0.5066273096244833
715,428.5488,-0.506536943171807
716,428.7012,-0.5074820830434049
717,428.8536,-0.5074971100971487
718,429.006,-0.5074971101949624
719,429.1584,-0.5074213171619297
720,429.3108,-0.5074969189813868
721,429.4632,-0.50740284245739
722,429.6156,-0.5074184656729209
723,429.76800000000003,-0.5074789927768865
724,429.9204,-0.5074971094776463
725,430.0728,-0.5070694622176986
726,430.2252,-0.5071122578585976
727,430.3776,-0.5074970474125642
728,430.53,-0.5074953673074079
729,430.6824,-0.5074967225922075
730,430.8348,-0.5074964428040626
731,430.9872,-0.5074968704568005
732,431.1396,-0.5074971056339299
733,431.292,-0.5074971101446224
734,431.4444,-0.5074971101925078
735,431.5968,-0.5074971101660256
736,431.7492,-0.5074971091607124
737,431.9016,-0.5074971099452285
738,432.05400000000003,-0.5074971018429658
739,432.2064,-0.5074970797119948
740,432.3588,-0.5074653626140178
741,432.5112,-0.5074898346961955
742,432.6636,-0.5074922411204711
743,432.816,-0.5074216248157633
744,432.9684,-0.5053267376314509
745,433.1208,-0.4932174908857546
746,433.2732,-0.4862341697761016
747,433.4256,-0.5074935203834633
748,433.57800000000003,-0.5074971100867264
749,433.7304,-0.507497110194031
750,433.8828,-0.5074971101948832
751,434.0352,-0.507497110194781
752,434.1876,-0.5074971101164683
753,434.34,-0.5074971100299454
754,434.4924,-0.5074970969592489
755,434.6448,-0.5073326861648354
756,434.7972,-0.50495489678199
757,434.9496,-0.500978902717843
758,435.102,-0.5074969579223643
759,435.2544,-0.5074971065746342
760,435.4068,-0.5074971091950705
761,435.5592,-0.507497012939259
762,435.7116,-0.5074946903007054
763,435.86400000000003,-0.5074971101891895
764,436.0164,-0.50749710845096
765,436.1688,-0.5074971100462417
766,436.3212,-0.5074959692121119
767,436.4736,-0.5074971099678903
768,436.626,-0.5074971100504404
769,436.7784,-0.507497110185727
770,436.9308,-0.5074971095829505
771,437.0832,-0.5074969424493068
772,437.2356,-0.5074971031117164
773,437.38800000000003,-0.5074969375971498
774,437.5404,-0.5074908297696212
775,437.6928,-0.5074677629268401
776,437.8452,-0.5074960897681855
777,437.9976,-0.507497101082822
778,438.15,-0.507496680784077
779,438.3024,-0.5074957610400294
780,438.4548,-0.5074970052324019
781,438.6072,-0.5074971100655403
782,438.7596,-0.5074971101949625
783,438.912,-0.5074971101949625
784,439.0644,-0.5074971101949624
785,439.2168,-0.5074956860493317
786,439.3692,-0.5074971051330383
787,439.5216,-0.5074971101846427
788,439.67400000000004,-0.5074971101949477
789,439.8264,-0.5074971100722354
790,439.9788,-0.5074971101949077
791,440.1312,-0.5074971101949577
792,440.2836,-0.5074971101949615
793,440.436,-0.5074970049692873
794,440.5884,-0.5074970717845833
795,440.7408,-0.5074970614109124
796,440.8932,-0.5074971087813821
797,441.0456,-0.5074970595564852
798,441.19800000000004,-0.5074927554942605
799,441.3504,-0.507440351545673
800,441.5028,-0.5061351628612738
801,441.6552,-0.507476160287714
802,441.8076,-0.4982926031204117
803,441.96,-0.5066711432289915
804,442.1124,-0.505868618646824
805,442.2648,-0.5060415180983039
806,442.4172,-0.5070282352763513
807,442.5696,-0.5070276587423478
808,442.722,-0.5074744578121688
809,442.8744,-0.507486747768833
810,443.0268,-0.5074970866294268
811,443.1792,-0.5074969624394184
812,443.3316,-0.5073693684224475
813,443.48400000000004,-0.5073605829716501
814,443.6364,-0.5074343334032139
815,443.7888,-0.5074970698242955
816,443.9412,-0.507496627300454
817,444.0936,-0.5074869431824761
818,444.246,-0.5074953022861571
819,444.3984,-0.4990716678257775
820,444.5508,-0.5073690947654095
821,444.7032,-0.505754391658969
822,444.8556,-0.50717925579397
823,445.00800000000004,-0.4946215289076075
824,445.1604,-0.500282965752547
825,445.3128,-0.5065659190992698
